UID,Name,Age,Weight,Height,Rc Injury,Nat,Division,Club,Wage,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Shots Outside Box/90,NP-xG/90,Gl Mst,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90
2000250244,Samet Emre Gündüz,21,70 kg,178 cm,-,TUR,Spor Toto 1. Lig,Denizlispor,"€22,500 p/a",30/6/2026,M/AM (C),-,34,"2,897",87%,0.03,0.19,3.36,1.52,0.34,11%,0.16,14%,2.11,0.53,0.4,0.12,0,1.4,78%,0.9,0.03,0.03,5.56,27%,1.52,0.22,12.08,16.62,8.67,1.24,12.2km,2.17,10.66,-,-,-,-
70121927,Doğukan Kaya,25,85 kg,191 cm,-,TUR,Spor Toto 1. Lig,Yeni Malatyaspor,"€22,500 p/a",30/6/2026,GK,-,15,"1,220",54%,-,0,0,0,-,-,-,-,0,-,-,0,0,0,0%,8.85,0,0,-,-,-,-,3.39,8.26,0,-,5.5km,0,0,5,26,13,-0.07
2000054026,Emirhan Kaşcıoğlu,24,69 kg,176 cm,-,TUR,Spor Toto 1. Lig,Denizlispor,"€22,500 p/a",30/6/2025,D (C),-,10,885,90%,-,0.01,5.19,0.51,-,0%,0,-,-0.46,0.1,0,0.05,0,1.22,75%,2.85,0.31,1.02,8.44,69%,5.8,0.51,13.22,2.85,3.86,-,11.0km,1.53,3.25,-,-,-,-
70121816,Seymen Yağmur,22,80 kg,185 cm,-,TUR,Spor Toto 1. Lig,Tuzlaspor,"€22,500 p/a",30/6/2025,M (C),-,35,"2,907",87%,0.09,0.16,3.93,1.55,0.28,21%,0.22,10%,-1.32,0.28,0.15,0.1,0,2.29,87%,1.46,0.09,0.34,5.42,52%,2.82,0.4,11.92,14.8,7.96,0.59,11.6km,3.19,9.97,-,-,-,-
2000164967,Bilal Selamet,20,84 kg,192 cm,-,TUR,Spor Toto 1. Lig,Şanlıurfaspor,"€22,500 p/a",30/6/2027,D (C),-,10,960,83%,-,0.01,4.31,0.09,-,0%,0,-,-1.08,0.09,0.09,0.1,0,1.22,68%,1.41,0.38,1.12,8.72,78%,6.84,0.19,8.72,4.78,4.88,0.19,11.3km,1.41,3.75,-,-,-,-
2000289830,Oktay Kısaoğlu,20,79 kg,189 cm,-,TUR,Spor Toto 1. Lig,Denizlispor,"€22,500 p/a",30/6/2028,"D (C), DM",-,33,"2,661",87%,0.03,0.03,4.46,0.95,0.07,25%,0.14,14%,0.39,0.14,0.14,0.05,0,1.79,73%,1.52,0.07,0.71,5.75,58%,3.35,0.41,10.79,6.19,9.5,0.51,12.6km,2.47,8.73,-,-,-,-
2000129176,Kerem Altunışık,20,54 kg,162 cm,-,TUR,Spor Toto 1. Lig,Yeni Malatyaspor,"€22,500 p/a",30/6/2026,AM (L),-,35,"2,957",84%,0.03,0.08,2.56,1.64,0.12,9%,0.37,14%,-0.67,0.43,0.33,0.17,0,1.92,90%,0.88,0.06,0,6.21,15%,0.94,0.27,2.68,17.99,11.72,3.13,12.5km,2.77,10.8,-,-,-,-
2002086062,João Sousa,18,78 kg,190 cm,-,POR,Liga Portugal 2 SABSEG,Tondela,"€22,500 p/a",30/6/2026,AM (R),-,27,"2,301",85%,-,0.07,2.54,1.53,0.04,17%,0.9,9%,-0.86,0.35,0.39,0.15,0,2.07,83%,1.33,0.08,0.12,6.81,44%,3.01,0.35,2.39,21.08,12.75,3.13,12.2km,3.13,10.83,-,-,-,-
2000185099,Luka Jovanović,19,72 kg,182 cm,-,AUS,Isuzu UTE A-League,Adelaide United,"€22,500 p/a",30/6/2026,ST (C),-,33,"2,617",87%,0.17,0.17,0.65,0.72,0.34,4%,0.03,19%,6.07,1.27,0.79,0.27,0,1.34,80%,0.72,0,0.03,11.86,34%,4.06,0.14,2.13,17.54,6.36,1.27,11.1km,1.82,7.6,-,-,-,-
2000038231,Bilal Güney,21,67 kg,176 cm,-,TUR,Spor Toto 1. Lig,Tuzlaspor,"€22,500 p/a",30/6/2027,D (L),-,34,"2,991",84%,0.03,0.05,5.66,1.17,0.03,22%,0.75,50%,0.69,0.06,0.03,0.01,0,2.11,84%,1.29,0.09,0.51,5.33,46%,2.44,0.78,9.75,15.41,13.27,1.11,12.5km,1.87,8.09,-,-,-,-
2002083852,Chris Ashcroft,18,81 kg,184 cm,-,SCO,Sky Bet League One,Exeter,"€22,500 p/a",30/6/2027,ST (C),-,17,"1,544",85%,-,0.05,0.35,0.35,0.06,0%,0,8%,-2.17,1.46,1.28,0.42,0,0.58,77%,0.41,0,0,11.19,47%,5.25,0.23,0.99,25.24,5.42,1.28,11.5km,0.93,6.3,-,-,-,-
2000088294,Bradley Tapp,24,73 kg,178 cm,-,AUS,Isuzu UTE A-League,CC Mariners,"€23,500 p/a",30/6/2026,"DM, M (C)",-,26,"1,942",91%,0.05,0.09,3.85,0.7,0.23,0%,0,7%,-0.96,0.09,0.28,0.09,0,1.76,68%,0.88,0.09,0.14,3.8,46%,1.76,0.28,11.91,7,8.94,0.74,12.5km,2.6,9.73,-,-,-,-
90077586,Ryan Edmondson,23,77 kg,188 cm,-,ENG,Sky Bet League One,Cambridge,"€23,500 p/a",30/6/2026,ST (C),-,29,"2,118",85%,-,0.04,0.55,0.47,0.08,14%,0.13,12%,0,1.27,0.85,0.34,0,1.27,86%,0.47,0,0.08,12.15,49%,5.91,0.21,0.59,25.92,6.5,1.27,11.2km,1.95,6.8,-,-,-,-
2000010101,Tariq Whiteman,22,65 kg,175 cm,-,RSA,DStv Premiership,Maritzburg Utd,"€24,500 p/a",30/6/2025,"AM (L), ST (C)",-,25,"1,990",84%,0.14,0.1,1.18,0.99,0.18,14%,0.09,28%,3.23,0.86,0.27,0.22,0,1.09,80%,0.81,0.05,0.05,10.85,15%,1.58,-,1.81,14.47,5.38,1.22,11.7km,1.31,4.43,-,-,-,-
2000174094,Zach Lisolajski,19,58 kg,168 cm,-,AUS,Isuzu UTE A-League,Western Sydney Wanderers,"€24,500 p/a",30/6/2026,D (L),-,22,"1,942",83%,0.05,0.04,4.77,1.16,0.05,10%,0.23,33%,0.67,0.05,0.09,0.02,0,2.64,77%,1.67,0.19,0.28,5.01,56%,2.83,0.93,10.38,17.29,13.35,0.7,12.3km,2.55,7.28,-,-,-,-
2000019860,João Oliveira,22,78 kg,185 cm,-,POR,Liga Portugal 2 SABSEG,Leiria,"€24,500 p/a",30/6/2026,GK,-,36,"3,211",52%,-,0,0,0.08,-,-,-,-,0,-,-,0,2,0.03,33%,8.35,0,0,-,-,-,-,3,7.32,0,-,5.2km,0,0,19,57,23,0.4
71101167,Mykola Haiduchyk,25,80 kg,187 cm,-,UKR,Isuzu UTE A-League,Perth Glory,"€24,500 p/a",30/6/2026,ST (C),-,15,"1,735",88%,0.16,0.06,1.04,0.67,0.16,0%,0,17%,1.52,1.4,0.78,0.39,0,1.5,91%,0.83,0.05,0.1,12.92,41%,5.29,0.16,2.65,20.65,6.64,0.83,11.5km,1.82,7,-,-,-,-
2000185607,Emircan Bayrakdar,21,71 kg,176 cm,-,TUR,Spor Toto 1. Lig,Yeni Malatyaspor,"€25,000 p/a",30/6/2027,D (R),-,25,"2,281",87%,0.04,0.04,4.7,0.95,-,20%,0.79,5%,-1.64,0.32,0.39,0.14,0,2.29,89%,1.66,0.16,0.59,6.79,53%,3.59,0.43,10.02,17.68,16.3,1.62,12.5km,2.17,7.18,-,-,-,-
24064268,Doni Grdić,23,86 kg,190 cm,-,AUS,Isuzu UTE A-League,Sydney FC,"€25,000 p/a",30/6/2027,D (C),-,31,"2,815",85%,0.06,0.03,3.64,0.29,0.06,0%,0,5%,-1.11,0.16,0.16,0.07,0,0.9,76%,1.73,0.26,0.83,8.79,66%,5.79,0.45,13.59,3.64,4.44,0.1,10.8km,1.12,2.78,-,-,-,-
83149204,João Serrão,25,86 kg,192 cm,-,POR,Liga Portugal 2 SABSEG,Felgueiras,"€25,000 p/a",30/6/2026,D (C),-,14,"1,222",83%,-,0.07,3.39,0.44,0.07,75%,0.22,-,-1.28,0.15,0.29,0.09,0,1.33,90%,1.55,0.44,0.81,9.35,75%,7,0.66,13.77,3.54,6.04,-,11.0km,1.25,3.54,-,-,-,-
2000146185,Ian Makaringe,21,69 kg,177 cm,-,RSA,DStv Premiership,Swallows,"€25,000 p/a",30/6/2026,M/AM (C),AM (C),12,"1,420",86%,0.06,0.07,4.25,1.52,0.06,38%,0.32,-,-1.11,0.13,0.19,0.07,0,1.46,88%,1.2,0,0,3.49,38%,1.33,0.7,9.7,17.43,9.95,0.82,12.0km,3.17,12.55,-,-,-,-
28104393,Tyrell Warren,26,73 kg,181 cm,-,ENG,Sky Bet League One,Leyton Orient,"€25,500 p/a",30/6/2025,D (R),-,32,"2,841",82%,0.03,0.01,3.86,0.6,0.03,25%,0.41,4%,-2.3,0.19,0.35,0.1,0,1.52,86%,1.62,0.19,0.54,6.91,64%,4.4,0.6,8.2,10.26,8.81,0.57,11.7km,1.46,5.8,-,-,-,-
72056161,Danny Reynolds,27,87 kg,186 cm,-,ENG,Sky Bet League One,Leyton Orient,"€25,500 p/a",30/6/2026,D (LC),-,24,"1,974",83%,-,0.03,3.69,0.36,0.09,0%,0,-,-0.77,0.18,0.14,0.04,0,1.05,79%,1.64,0.23,1.41,9.16,65%,5.97,0.55,12.67,4.7,4.83,0.05,10.7km,1.19,3.42,-,-,-,-
28106882,Aramide Oteh,26,75 kg,176 cm,-,ENG,Sky Bet League One,Stevenage,"€25,500 p/a",30/6/2025,"AM (RL), ST (C)",AM (L),21,"2,521",84%,0.07,0.09,1.14,1,-,21%,0.46,9%,-2.32,0.96,0.96,0.33,0,1.57,86%,0.86,0,0.04,9.5,26%,2.5,0.18,1.54,25.03,8.64,1.61,11.9km,2.18,8.71,-,-,-,-
29176857,Faysal Bettache,24,73 kg,185 cm,-,ENG,Sky Bet League One,Stevenage,"€25,500 p/a",30/6/2026,M (C),-,32,"2,671",86%,0.07,0.09,3.5,1.48,0.17,19%,0.17,9%,-0.59,0.3,0.3,0.12,0,2.02,79%,0.88,0.07,0.57,5.83,36%,2.09,0.34,10.04,13.17,7.68,0.81,12.4km,2.93,10.88,-,-,-,-
2000028611,Louis Booker,26,71 kg,184 cm,-,ENG,Sky Bet League One,Stevenage,"€25,500 p/a",30/6/2026,D (C),-,25,"2,198",83%,0.04,0.03,3.81,0.33,-,0%,0,-,-1.66,0.08,0.16,0.07,0,1.23,71%,1.72,0.2,0.7,7.62,62%,4.71,0.45,9.5,5.94,3.85,0.04,10.7km,1.6,3.48,-,-,-,-
67209376,Jilmar,31,66 kg,172 cm,-,COL,Sky Bet League One,Portsmouth,"€25,500 p/a",30/6/2026,"D (C), DM",DM,48,"4,154",89%,-,0.06,3.94,0.41,0.09,20%,0.02,-,-4,0.11,0.24,0.09,0,1.26,85%,1.39,0.26,0.56,6.85,70%,4.81,0.65,16.31,3.75,5.48,0.06,11.1km,1.02,3.9,-,-,-,-
84105060,Benny,29,78 kg,192 cm,-,POR,Liga Portugal 2 SABSEG,Amora,"€25,500 p/a",30/6/2027,D (C),-,10,"1,159",86%,-,0.02,3.96,0.62,-,0%,0,-,-0.67,0.08,0.08,0.05,1,1.16,100%,1.63,0.31,0.7,8.39,77%,6.45,0.93,12.66,4.66,5.59,0.08,11.0km,1.16,3.88,-,-,-,-
70117572,Fatih Tultak,24,80 kg,186 cm,-,TUR,Spor Toto 1. Lig,İstanbulspor,"€25,500 p/a",30/6/2025,D (C),-,35,"3,090",83%,0.06,0.06,3.47,0.38,0.06,0%,0,-,-2.02,0.09,0.15,0.06,0,0.99,92%,1.37,0.17,1.05,9.79,78%,7.63,0.61,16.92,3.2,5.59,0.06,11.5km,1.02,3.12,-,-,-,-
2000166302,Baran Sarka,23,72 kg,176 cm,-,TUR,Spor Toto 1. Lig,Hatayspor,"€25,500 p/a",30/6/2027,M/AM (C),-,29,"2,345",84%,0.08,0.11,2.42,1.07,0.46,19%,0.15,8%,-1.15,0.5,0.73,0.2,0,1.57,84%,1.11,0.08,0.08,6.18,39%,2.42,0.27,11.82,17,9.56,1.27,12.7km,2.49,9.29,-,-,-,-
2000185577,Siviwe Nkwali,19,69 kg,177 cm,-,RSA,DStv Premiership,Cape Town Spurs,"€26,000 p/a",30/6/2026,D (R),-,10,967,84%,-,0.04,5.4,0.65,0.09,9%,0.37,10%,0.27,0.37,0.37,0.07,0,2.05,85%,1.77,0.19,0.37,5.77,50%,2.89,0.65,11.63,17.68,12.1,1.12,12.5km,2.23,7.26,-,-,-,-
2000100925,Obakhe Tshaya,21,73 kg,180 cm,-,RSA,DStv Premiership,Cape Town Spurs,"€26,000 p/a",30/6/2026,"D (RC), DM","D (R), DM",21,"1,736",86%,-,0.03,3.78,0.88,0.1,10%,0.05,-,-1.24,0.26,0.16,0.06,0,2.33,90%,1.56,0.16,0.47,5.18,60%,3.11,0.47,10.47,7.52,8.61,0.67,12.2km,2.44,8.45,-,-,-,-
2000058679,Edson Mucuana,21,71 kg,176 cm,-,MOZ,Liga Portugal 2 SABSEG,AVS SAD,"€26,000 p/a",30/6/2026,AM (RL),-,35,"2,908",86%,0.15,0.11,3,2.04,0.25,15%,0.53,9%,-1.03,0.28,0.22,0.12,0,2.32,91%,1.27,0.12,0.06,6.62,33%,2.2,0.25,4.24,20.74,11.85,3.19,12.1km,3.22,12.35,-,-,-,-
2000139991,Per Kloosterboer,20,74 kg,183 cm,-,NED,Keuken Kampioen Divisie,FC Utrecht,"€26,000 p/a",30/6/2026,D (C),-,26,"2,317",83%,0.04,0.03,6.56,1.01,-,10%,0.19,-,-0.4,0.04,0.08,0.02,0,2.33,88%,1.71,0.12,0.39,6.72,75%,5.05,1.05,10.68,16.66,13.21,0.66,12.4km,1.9,7.34,-,-,-,-
28116532,Jay Mingi,24,85 kg,189 cm,-,ENG,Sky Bet League One,Stockport,"€26,000 p/a",30/6/2026,"DM, M (C)",-,26,"2,392",87%,0.11,0.2,3.65,1.02,0.19,21%,0.11,14%,0.64,0.38,0.23,0.09,0,1.96,74%,1.13,0.04,0.6,5.57,66%,3.69,0.3,11.96,9.78,9.29,0.9,12.1km,2.63,9.82,-,-,-,-
83242216,Edwin Banguera,28,75 kg,180 cm,-,COL,Liga Portugal 2 SABSEG,Felgueiras,"€26,500 p/a",30/6/2026,D (L),-,33,"2,926",84%,0.03,0.12,5.57,1.08,0.22,17%,0.49,-,-0.77,0.03,0.12,0.02,0,1.81,80%,1.14,0.15,0.52,7.14,73%,5.23,0.95,10.06,14.76,14.64,1.41,12.8km,2.03,7.63,-,-,-,-
70134942,Talha Özcan,24,77 kg,180 cm,-,TUR,Spor Toto 1. Lig,Yeni Malatyaspor,"€26,500 p/a",30/6/2026,DM,-,35,"2,841",87%,0.16,0.12,4.72,1.58,0.22,35%,0.19,9%,0.48,0.13,0.19,0.05,0,1.81,79%,1.52,0.06,0.38,4.44,57%,2.53,0.41,9.09,7.51,9.88,0.41,12.8km,2.47,9.16,-,-,-,-
70104714,Hüseyin Afkan,28,64 kg,172 cm,-,TUR,Spor Toto 1. Lig,Yeni Malatyaspor,"€26,500 p/a",30/6/2026,AM (C),-,34,"2,262",84%,0.12,0.12,1.71,1.07,0.2,11%,0.04,13%,0.63,0.4,0.28,0.13,0,1.03,84%,0.88,0,0,5.65,18%,0.99,0.24,7.72,20.77,7.96,1.43,12.6km,1.59,8.12,-,-,-,-
2000195365,Nathan Geyer,20,67 kg,174 cm,-,AUS,Isuzu UTE A-League,Brisbane Roar,"€27,000 p/a",30/6/2027,D (L),-,20,"1,762",84%,0.05,0.05,5.93,1.02,0.15,32%,1.33,-,-0.52,0,0.1,0.03,0,2.35,84%,1.58,0.2,0.36,6.03,63%,3.78,0.82,9.76,19.72,10.47,0.41,11.4km,2.15,6.49,-,-,-,-
2000185098,Kane Vidmar,20,81 kg,189 cm,-,AUS,Isuzu UTE A-League,Western United FC,"€27,000 p/a",30/6/2025,D (LC),-,13,"1,197",89%,-,0.05,3.91,0.38,0.08,11%,0.08,20%,0.4,0.15,0,0.05,0,1.65,85%,0.9,0.23,0.53,6.84,69%,4.74,0.6,11.35,6.99,3.91,0.45,11.0km,1.58,4.29,-,-,-,-
2000039075,Atakan Müjde,21,76 kg,182 cm,-,TUR,Spor Toto 1. Lig,Yeni Malatyaspor,"€27,000 p/a",30/6/2027,M (C),-,12,"1,090",90%,0.08,0.18,4.38,1.4,0.08,9%,0,-,-0.38,0,0.33,0.03,0,1.73,88%,1.07,0.08,0.17,3.63,55%,1.98,0.5,10.16,6.52,9.08,0.58,12.5km,2.15,9.17,-,-,-,-
70114411,Rahmetullah Berişbek,26,66 kg,171 cm,-,TUR,Spor Toto 1. Lig,Bandırma Spor,"€27,000 p/a",30/6/2026,AM (R),-,35,"2,730",85%,0.2,0.14,2.74,1.32,0.4,16%,0.53,11%,0.55,0.82,0.53,0.21,0,2.14,81%,1.12,0.07,0,4.29,25%,1.09,0.46,5.14,16.78,13.25,2.37,12.0km,2.87,12.79,-,-,-,-
2000091486,Nicolás Vaquer,22,76 kg,181 cm,-,ARG,Liga Portugal 2 SABSEG,Torreense,"€27,000 p/a",30/6/2025,D (C),-,29,"2,524",87%,-,0.02,3.57,0.29,0.11,29%,0.07,-,-0.31,0.04,0.07,0.01,0,0.86,86%,1.46,0.14,0.96,8.34,69%,5.78,0.46,13.3,3.17,4.46,0.14,10.8km,0.89,2.46,-,-,-,-
2000205154,Bedirhan Yıldız,20,70 kg,180 cm,-,TUR,Spor Toto 1. Lig,Kocaelispor,"€27,500 p/a",30/6/2025,AM (RL),-,38,"2,688",87%,0.17,0.15,2.21,1.41,0.37,16%,0.87,19%,3,0.57,0.37,0.13,0,1.98,94%,1.21,0.07,0,6.73,36%,2.41,0.4,3.31,22.9,10.25,3.25,12.6km,2.98,10.81,-,-,-,-
2000182982,Boyd Beacroft,19,83 kg,188 cm,-,ENG,Sky Bet League One,Reading,"€28,500 p/a",30/6/2027,D (C),-,12,"1,123",80%,0.08,0.03,2.56,0.32,0.08,-,0,-,-1.34,0.08,0,0.11,0,0.8,91%,1.6,0,0.96,10.5,66%,6.89,0.56,14.02,4.17,4.17,0.16,10.5km,0.72,2.8,-,-,-,-
18115756,Wout Coomans,23,80 kg,188 cm,-,BEL,Keuken Kampioen Divisie,MVV Maastricht,"€28,500 p/a",30/6/2026,D (C),-,11,"1,045",80%,-,0.07,3.36,0.43,0.17,0%,0,-,-0.09,0.09,0.26,0.01,0,1.38,94%,2.24,0.26,0.86,8.78,75%,6.55,0.52,12.49,4.22,4.13,0.09,10.9km,1.46,3.27,-,-,-,-
2002090008,Josh Hagicostas,20,79 kg,187 cm,-,AUS,Isuzu UTE A-League,Adelaide United,"€28,500 p/a",30/6/2027,GK,-,37,"3,390",59%,-,0,0,0.08,-,-,-,-,0,-,-,0,0,0.03,33%,8.5,0,0,-,-,-,-,4.57,6.53,0,-,4.6km,0,0,39,55,33,0.45
28106356,Jacob Davenport,26,72 kg,177 cm,-,ENG,Sky Bet League One,Wimbledon,"€29,000 p/a",30/6/2026,"DM, M (C)",-,16,"1,834",90%,0.1,0.07,3.44,1.03,0.15,20%,0.1,13%,-0.6,0.05,0.05,0.08,0,1.52,79%,1.18,0.05,0.44,5.84,49%,2.85,0.44,11.43,6.53,9.57,0.74,12.4km,1.91,9.96,-,-,-,-
83111595,Diogo Bianchi,28,75 kg,191 cm,-,POR,Liga Portugal 2 SABSEG,Belenenses,"€29,000 p/a",30/6/2026,D (C),-,36,"3,240",85%,0.06,0.09,3.58,0.44,0.06,9%,0.03,4%,-1.86,0.17,0.17,0.08,0,1.28,81%,1.64,0.39,1.03,9.19,77%,7.06,0.36,12.17,3.33,5,0.22,11.2km,1.39,3.64,-,-,-,-
70085495,Muhammet Aran,33,84 kg,187 cm,-,TUR,Spor Toto 1. Lig,Zonguldak Kömürspor,"€29,000 p/a",30/6/2025,D (C),-,34,"3,034",85%,0.03,0.02,3.74,0.33,0.06,25%,0.06,-,-1.07,0,0.12,0.03,0,0.98,79%,1.87,0.36,0.98,8.75,75%,6.56,0.44,13.14,4.09,4.33,-,10.5km,1.13,2.91,-,-,-,-
52085051,Kofi Balmer,24,82 kg,183 cm,-,NIR,Sky Bet League One,Charlton,"€29,500 p/a",30/6/2027,D (C),-,15,"1,350",90%,0.07,0.01,4.33,0.33,-,25%,0.07,12%,0.09,0.2,0.4,0.13,0,1.2,86%,1.4,0.27,0.8,7.27,68%,4.93,0.33,18.13,3.8,4.2,-,10.4km,1.13,3,-,-,-,-
2000129240,Kerem Paykoç,21,77 kg,188 cm,-,TUR,Spor Toto 1. Lig,Boluspor,"€29,500 p/a",30/6/2026,D (C),-,10,855,90%,-,0.01,3.47,0.32,-,100%,0.11,-,-0.21,0,0.11,0.02,0,0.74,78%,1.37,0.21,1.58,8.32,52%,4.32,0.74,14.95,2.42,4.63,0.21,10.8km,0.95,3.26,-,-,-,-
2000125973,Fran González,26,83 kg,190 cm,-,ESP,Liga Portugal 2 SABSEG,Torreense,"€30,000 p/a",30/6/2025,D (C),-,22,"1,902",88%,-,0,3.83,0.24,-,25%,0.05,-,-0.87,0.24,0.14,0.04,0,1.18,78%,1.7,0.38,0.33,6.53,76%,4.97,0.47,14.43,4.21,4.73,0.09,10.9km,1.23,3.55,-,-,-,-
2000178104,Ryan Lethlean,23,87 kg,193 cm,-,AUS,Isuzu UTE A-League,Brisbane Roar,"€30,000 p/a",30/6/2027,D (C),-,13,"1,302",85%,0.07,0.01,4.56,0.48,-,20%,0.07,-,-0.1,0,0.07,0.01,1,1.04,75%,1.66,0.21,1.04,9.19,73%,6.71,0.28,13.62,2.83,3.94,0.21,10.8km,1.38,3.04,-,-,-,-
2000132370,Hamza el Dahri,20,70 kg,178 cm,-,NED,Keuken Kampioen Divisie,Telstar,"€30,000 p/a",30/6/2027,M/AM (C),-,33,"2,181",88%,0.17,0.07,3.51,1.77,0.04,12%,0.17,15%,1.09,0.25,0.17,0.04,0,2.35,86%,0.95,0.04,0.12,4,20%,0.78,0.33,9.12,17.5,8.17,1.03,11.8km,3.47,11.31,-,-,-,-
2000039728,Dylan Reid,20,76 kg,181 cm,-,SCO,Sky Bet League One,Cambridge,"€30,000 p/a",30/6/2025,"DM, M (C)",-,13,"1,100",88%,-,0.05,2.05,0.65,0.16,25%,0.16,-,-0.3,0.16,0.25,0.02,0,2.54,82%,0.9,0,0.16,4.34,58%,2.54,0.65,10.39,12.85,10.72,1.23,12.2km,3.03,11.05,-,-,-,-
15089127,Ahmad Taleb,22,76 kg,188 cm,-,AUS,Isuzu UTE A-League,Newcastle Jets,"€30,000 p/a",30/6/2027,GK,-,31,"2,608",53%,-,0,0,0.17,-,-,-,-,0,-,-,0,0,0,0%,8.08,0,0,-,-,-,-,2.04,9.25,0,-,5.3km,0,0,12,43,22,0.09
29233528,James Carragher,22,89 kg,194 cm,-,ENG,Sky Bet League One,Wigan,"€30,000 p/a",30/6/2025,D (C),-,12,"1,184",86%,-,0.01,3.65,0.3,-,-,0,13%,0.24,0.23,0.23,0.06,0,0.68,75%,1.52,0.08,1.14,8.29,67%,5.55,0.46,14.67,3.65,3.8,0.08,10.8km,0.84,2.58,-,-,-,-
55022491,Rafael Alves,31,83 kg,190 cm,-,POR,Liga Portugal 2 SABSEG,Amora,"€30,000 p/a",30/6/2027,GK,-,31,"2,790",46%,-,0,0,0,-,-,-,-,0,-,-,0,0,0,0%,8.71,0,0,-,-,-,-,3.45,8.84,0,-,5.3km,0,0,18,54,36,0.04
2000216659,Bobby McLuckie,18,73 kg,183 cm,-,SCO,Sky Bet League One,Charlton,"€30,500 p/a",31/5/2026,WB/M/AM (L),WB/M (L),23,"2,363",87%,0.15,0.09,2.09,1.26,0.15,20%,1.03,4%,-2.27,0.38,0.15,0.12,0,2.13,86%,1.41,0,0.11,6.28,36%,2.29,0.3,4.27,22.4,13.41,2.09,13.0km,2.82,11.73,-,-,-,-
83191217,Bernardo Caldeira,24,67 kg,177 cm,-,POR,Liga Portugal 2 SABSEG,Tondela,"€30,500 p/a",30/6/2028,D (R),-,31,"2,678",85%,0.1,0.09,5.14,1.08,0.27,15%,0.84,13%,1.24,0.3,0.37,0.09,0,2.05,81%,1.58,0.1,0.44,7.29,63%,4.57,0.81,12.6,15.39,15.56,1.24,12.1km,1.98,7.36,-,-,-,-
55061602,Didi,31,79 kg,181 cm,-,POR,Liga Portugal 2 SABSEG,Oliveirense,"€30,500 p/a",30/6/2026,"DM, M (C)",-,35,"3,038",89%,0.15,0.11,4.56,1.42,0.18,30%,0.18,5%,-1.5,0.12,0.09,0.07,0,1.75,76%,1.42,0.06,0.3,4.83,48%,2.31,0.44,11.94,5.48,9.21,0.41,12.3km,2.31,9.51,-,-,-,-
2000084213,Lucas Kawan,22,75 kg,183 cm,-,BRA,Liga Portugal 2 SABSEG,Santa Clara,"€30,500 p/a",30/6/2027,D (R),-,12,"1,080",80%,0.08,0.03,3.58,1.33,0.08,16%,1.25,-,-1.59,0,0,0.13,0,2.58,89%,1.42,0,0.25,5.67,72%,4.08,0.67,7.42,20.58,14.83,1.58,13.4km,2.83,10.92,-,-,-,-
2000041340,Kevin Ibouka,24,91 kg,196 cm,-,ANG,Liga Portugal 2 SABSEG,Mafra,"€30,500 p/a",30/6/2026,D (C),-,20,"1,930",87%,0.05,0.03,3.87,0.33,0.09,0%,0,-,-1.08,0.19,0.19,0.05,0,1.17,86%,1.68,0.33,1.35,9.37,75%,6.99,0.51,15.85,2.66,4.15,0.09,10.7km,1.17,2.89,-,-,-,-
2002090208,Joshua Ward,20,73 kg,179 cm,-,AUS,Isuzu UTE A-League,Western United FC,"€31,000 p/a",30/6/2028,D (C),-,20,"1,771",88%,-,0.05,3.66,0.66,-,0%,0,-,-0.79,0.05,0.2,0.04,0,1.32,96%,2.08,0.41,0.61,6.91,69%,4.78,0.81,10.62,3.46,4.62,0.1,10.7km,1.27,3.25,-,-,-,-
2000201007,Lucas Moura,21,77 kg,187 cm,-,BRA,Liga Portugal 2 SABSEG,AVS SAD,"€31,000 p/a",30/6/2027,GK,-,26,"2,190",48%,-,0,0,0,-,-,-,-,0,-,-,0,0,0,0%,8.88,0,0,-,-,-,-,2.42,8.84,0,-,5.3km,0,0,16,32,13,-0.18
70132250,Altar Hidayetoğlu,23,73 kg,170 cm,-,TUR,Spor Toto 1. Lig,Tuzlaspor,"€31,500 p/a",30/6/2026,AM (L),-,34,"2,481",86%,0.04,0.16,2.1,1.56,0.4,15%,0.65,-,-2.74,0.29,0.29,0.1,0,2.32,91%,1.27,0,0.04,6.24,21%,1.31,0.25,3.16,19.37,12.12,3.26,12.5km,3.12,11.54,-,-,-,-
29156092,Joe Grayson,26,66 kg,178 cm,Torn hamstring,ENG,Sky Bet League One,Wigan,"€31,500 p/a",30/6/2025,"D (C), DM",DM,27,"2,616",90%,0.14,0.04,3.96,0.45,0.1,17%,0.03,-,-1.4,0.07,0.03,0.05,0,0.79,72%,1.48,0.1,0.72,8.67,66%,5.75,0.41,11.8,4.61,5.16,0.17,10.9km,1.07,3.47,-,-,-,-
